x5,y5,z5
27.194406854288445,26.31858466168141,3.999999995670248
27.08761055317992,26.688066936259517,2.850546132029541
26.725681457168697,27.40483525490972,3.6797264812740496
26.71374621443502,27.291005361062123,2.191500767613875
26.608165217073925,27.400769535510317,2.6058756520685757
26.897458068785436,29.04014850284508,1.220667804197488
26.37166495512673,28.73298351911332,-1.4505870307139055
26.265946573388867,29.0486015154917,0.4862049805452343
26.435646963987686,29.384475377865517,0.4961175903446401
25.718410055167254,29.32663370668719,-0.5481951973109248
25.77932067173399,29.009183679296186,-0.8407358820541544
25.63132029740352,29.9413010082111,-0.321092889088683
25.86556895673112,29.27886715845868,-2.19655055661451
25.71076862386461,29.96194669025774,-2.3982150955691144
25.206353333813677,29.45385629721399,-3.363482528399955
25.630412443359603,30.497208523947474,-3.1834259401987453
25.350837594002147,30.10732964879365,-2.984845680275815
25.74737996727631,30.207210201207428,-4.059853753761219
25.496841353412893,30.007051390680413,-3.0724479446466133
25.262941481574188,29.230834263906416,-4.980096151311545
25.592579833180142,30.423780351854354,-4.404523059833664
24.871288128719424,29.06633944476978,-4.888559741063551
24.64080006377024,30.390003493161807,-3.777702403716517
24.88029817031694,29.64736770356181,-5.593237139482689
24.39932990537,29.30210160986638,-7.269748882642271
24.700906071847797,29.765841295649505,-7.395475098083474
24.324619881664155,29.11264282779668,-8.17958732752829
24.14565940976921,29.76393405850008,-6.796943808571151
24.05489129693396,28.97674049101953,-8.123495575254651
24.00498513483253,28.80873626603755,-7.724536928347686
24.111707689898434,29.20025849143069,-8.325609397843035
23.655410384879534,28.74329793132801,-8.62060974835045
23.6021957147716,28.242861473117493,-8.400760558846198
23.89153347500701,27.62394456084202,-9.785057226459791
23.1433463217719,28.261610716876287,-9.735035499574314
23.11589439650234,27.588346762263583,-10.605240177425504
23.69439937214078,28.167386544786936,-9.712696149756
22.871171505656445,26.45363949951657,-12.36401623775779
22.86097092977848,27.014560345101348,-10.561668999551626
23.072338615654417,25.687822909228863,-10.57975613366685
22.83226214259616,25.273497315161837,-12.800325988958932
22.687415682408066,24.77852060197484,-12.8934510366706
22.635123808796678,25.61392653845936,-12.509630019058816
22.60283733911543,24.19941345398018,-12.559529261753696
22.3696658938072,23.51631287563765,-12.186085948558354
22.634200237565928,22.52126439656793,-13.994219790409756
22.149912335360217,23.29244282023842,-14.203062462835732
21.66520361174608,22.80942159577097,-14.009024802147634
22.017517424077937,22.3384520068472,-15.044989415698169
21.776060661893872,21.582671149476425,-15.022880441335936
21.42537152644166,21.731566221389148,-15.419679061834602
21.913167716272557,20.437198832059565,-16.28692905108918
21.777183768482207,20.488129564116683,-16.26515727298628
20.836160046305974,19.39403047728882,-15.843771308983504
21.232052525715872,19.256609902498383,-16.382406169372377
21.07645094055616,18.477525127623814,-16.661913212530987
20.974268841171792,19.102709883857983,-17.15510931482531
20.74773117584023,17.16673755590712,-17.304210615055162
20.941039796396307,16.909398902014804,-18.2279781620717
21.108114303854254,15.708576164977666,-17.89062902746562
20.39025593856916,15.580243207474757,-17.634302102388684
19.426045633816795,14.361950137209124,-19.574843919499735
20.15518688452556,14.315109547349524,-17.762848241354547
19.88746467698458,13.82120380484171,-19.6940496950299
19.40076957708514,12.447472065565412,-18.645652194397364
19.936540325251038,11.91046669006301,-20.506930989195
19.13649108297702,11.436946624584987,-20.084752848280807
18.782728037666203,10.747014143771544,-20.07405465953421
19.255013393403683,10.043036452669837,-19.57749246371735
18.377200829710358,8.459481662591905,-22.077497689326574
18.94718834441873,8.062962735503218,-21.901672956775005
18.603243979227035,7.397443070184655,-20.747372064837567
18.632461196493427,7.745240083212821,-21.38364861976206
17.85980753677447,6.2479633284621725,-23.060316261435258
