time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2023/07/21/15:08:18.251552,1364,1689966498,251552307,world,0.6789229512214661,-2.4085512161254883,1.0274057388305664,-0.025559209287166595,-0.06423436105251312,0.3077094256877899,-0.9489656090736389
2023/07/21/15:08:18.261588,1365,1689966498,261587992,world,0.6794851422309875,-2.4094583988189697,1.0267146825790405,-0.025490785017609596,-0.06418492645025253,0.3097560405731201,-0.9483047127723694
2023/07/21/15:08:18.271589,1366,1689966498,271589214,world,0.6791800260543823,-2.4090192317962646,1.02707839012146,-0.024170629680156708,-0.06510704010725021,0.30720633268356323,-0.949105441570282
2023/07/21/15:08:18.281589,1367,1689966498,281588519,world,0.6806942224502563,-2.409020185470581,1.0264019966125488,-0.02424047328531742,-0.06667430698871613,0.30850866436958313,-0.9485722780227661
2023/07/21/15:08:18.291584,1368,1689966498,291584014,world,0.6801889538764954,-2.4093525409698486,1.026183009147644,-0.025309652090072632,-0.06477893888950348,0.3106282353401184,-0.9479838609695435
2023/07/21/15:08:18.291628,1369,1689966498,291628132,world,0.6796176433563232,-2.4095821380615234,1.026469349861145,-0.021574027836322784,-0.06376956403255463,0.3077816665172577,-0.9490724802017212
2023/07/21/15:08:18.301585,1370,1689966498,301585320,world,0.6802735328674316,-2.410400867462158,1.0262795686721802,-0.016421593725681305,-0.06314437091350555,0.31186723709106445,-0.947882890701294
2023/07/21/15:08:18.311590,1371,1689966498,311589641,world,0.6793954372406006,-2.4090025424957275,1.0264103412628174,-0.02922925539314747,-0.05971365049481392,0.3059937357902527,-0.9497093558311462
2023/07/21/15:08:18.321590,1372,1689966498,321589814,world,0.6805467009544373,-2.4091691970825195,1.0262844562530518,-0.021185381338000298,-0.05996936559677124,0.3052208125591278,-0.9501553773880005
2023/07/21/15:08:18.331589,1373,1689966498,331589427,world,0.6808062195777893,-2.409879207611084,1.0256479978561401,-0.024572055786848068,-0.059899743646383286,0.3122766613960266,-0.9477823972702026
2023/07/21/15:08:18.341588,1374,1689966498,341588587,world,0.6808910965919495,-2.4102890491485596,1.0256201028823853,-0.02322385460138321,-0.05946076288819313,0.31211018562316895,-0.9478989243507385
2023/07/21/15:08:18.341633,1375,1689966498,341632611,world,0.6810972094535828,-2.4102699756622314,1.0255001783370972,-0.024186067283153534,-0.05899650976061821,0.3122307360172272,-0.9478641152381897
2023/07/21/15:08:18.351591,1376,1689966498,351590896,world,0.6810637712478638,-2.4103353023529053,1.0255340337753296,-0.024019062519073486,-0.05996930971741676,0.311574786901474,-0.9480232000350952
2023/07/21/15:08:18.361592,1377,1689966498,361591665,world,0.6814257502555847,-2.410512924194336,1.0254346132278442,-0.024094969034194946,-0.05776223912835121,0.3117367923259735,-0.9481050968170166
2023/07/21/15:08:18.371589,1378,1689966498,371589270,world,0.6812531352043152,-2.4099435806274414,1.0255212783813477,-0.026042938232421875,-0.06042672321200371,0.3124493658542633,-0.9476528167724609
2023/07/21/15:08:18.381589,1379,1689966498,381588612,world,0.6813714504241943,-2.4116008281707764,1.0253132581710815,-0.01817411743104458,-0.06560781598091125,0.31689202785491943,-0.9460151791572571
2023/07/21/15:08:18.391585,1380,1689966498,391584527,world,0.6818575263023376,-2.4111990928649902,1.0254647731781006,-0.016583172604441643,-0.0651497170329094,0.3125835657119751,-0.9475083947181702
2023/07/21/15:08:18.391629,1381,1689966498,391628474,world,0.6810362339019775,-2.409263849258423,1.0261356830596924,-0.025721097365021706,-0.06061287596821785,0.3116823136806488,-0.947902262210846
2023/07/21/15:08:18.401583,1382,1689966498,401582706,world,0.6802041530609131,-2.4099698066711426,1.0251774787902832,-0.025704892352223396,-0.07014264911413193,0.3187783360481262,-0.9448808431625366
2023/07/21/15:08:18.411588,1383,1689966498,411588349,world,0.6812021136283875,-2.409242868423462,1.0260756015777588,-0.02593212202191353,-0.06028330326080322,0.31157374382019043,-0.9479532837867737
2023/07/21/15:08:18.421587,1384,1689966498,421587100,world,0.6812720894813538,-2.409257650375366,1.0260796546936035,-0.025909241288900375,-0.06040600687265396,0.31212228536605835,-0.9477655291557312
2023/07/21/15:08:18.431589,1385,1689966498,431589011,world,0.6818914413452148,-2.409364700317383,1.0264086723327637,-0.020986521616578102,-0.060346074402332306,0.30990585684776306,-0.9486181735992432
2023/07/21/15:08:18.441588,1386,1689966498,441588516,world,0.6812704801559448,-2.4094884395599365,1.027005672454834,-0.012874186970293522,-0.06222762167453766,0.312565416097641,-0.9477683901786804
2023/07/21/15:08:18.441632,1387,1689966498,441632325,world,0.6848486661911011,-2.4090611934661865,1.0245522260665894,-0.0273972749710083,-0.06626854836940765,0.30311697721481323,-0.950251579284668
2023/07/21/15:08:18.451589,1388,1689966498,451588970,world,0.6850764751434326,-2.4093668460845947,1.0244123935699463,-0.028010131791234016,-0.0643753930926323,0.3038956820964813,-0.9501151442527771
2023/07/21/15:08:18.461588,1389,1689966498,461587595,world,0.6855558753013611,-2.409398078918457,1.0243207216262817,-0.030364003032445908,-0.06693195551633835,0.30777886509895325,-0.9486150145530701
2023/07/21/15:08:18.471593,1390,1689966498,471592773,world,0.6858938932418823,-2.4095687866210938,1.0242491960525513,-0.030462196096777916,-0.06699927896261215,0.30667346715927124,-0.9489649534225464
2023/07/21/15:08:18.481588,1391,1689966498,481587733,world,0.6849718689918518,-2.409475326538086,1.0239064693450928,-0.031949326395988464,-0.061849433928728104,0.3046012818813324,-0.9499326348304749
2023/07/21/15:08:18.491584,1392,1689966498,491584076,world,0.6856806874275208,-2.4102799892425537,1.0241190195083618,-0.030958786606788635,-0.06161215901374817,0.30661797523498535,-0.9493318200111389
2023/07/21/15:08:18.491628,1393,1689966498,491628038,world,0.6851076483726501,-2.4106955528259277,1.0239468812942505,-0.031906068325042725,-0.060330700129270554,0.3034309446811676,-0.9504061341285706
2023/07/21/15:08:18.501585,1394,1689966498,501585351,world,0.6852201819419861,-2.4107699394226074,1.0240424871444702,-0.03187728673219681,-0.06053218990564346,0.3033798336982727,-0.9504107236862183
2023/07/21/15:08:18.511588,1395,1689966498,511587791,world,0.6832316517829895,-2.4105141162872314,1.024834156036377,-0.02657431736588478,-0.060124658048152924,0.3112100660800934,-0.948064923286438
2023/07/21/15:08:18.521590,1396,1689966498,521590232,world,0.6820570826530457,-2.411031484603882,1.0269453525543213,-0.009160363115370274,-0.05609358847141266,0.3216584324836731,-0.9451484084129333
2023/07/21/15:08:18.531589,1397,1689966498,531589166,world,0.6823350191116333,-2.411224365234375,1.0260921716690063,-0.00976515281945467,-0.06576884537935257,0.3210398554801941,-0.9447288513183594
2023/07/21/15:08:18.541591,1398,1689966498,541590735,world,0.6823787093162537,-2.411268472671509,1.0261809825897217,-0.010104924440383911,-0.06497044116258621,0.3218705356121063,-0.94449782371521
2023/07/21/15:08:18.541635,1399,1689966498,541634802,world,0.6834440231323242,-2.4106552600860596,1.0250658988952637,-0.026926500722765923,-0.06060563772916794,0.31193169951438904,-0.9477871656417847
2023/07/21/15:08:18.551590,1400,1689966498,551589886,world,0.6835032105445862,-2.410634756088257,1.0250858068466187,-0.02446618862450123,-0.06146935746073723,0.3119257688522339,-0.9478002786636353
2023/07/21/15:08:18.561587,1401,1689966498,561586889,world,0.6835535168647766,-2.4106359481811523,1.0250881910324097,-0.023649392649531364,-0.06174590066075325,0.3120490610599518,-0.9477623701095581
2023/07/21/15:08:18.571591,1402,1689966498,571591443,world,0.684411346912384,-2.4108049869537354,1.0244807004928589,-0.026770200580358505,-0.06292368471622467,0.3125148415565491,-0.9474483728408813
2023/07/21/15:08:18.581588,1403,1689966498,581587468,world,0.6831480264663696,-2.411151885986328,1.0251282453536987,-0.0215928852558136,-0.06503991037607193,0.3161698579788208,-0.9462242722511292
2023/07/21/15:08:18.591584,1404,1689966498,591584561,world,0.6835348606109619,-2.410905599594116,1.0252299308776855,-0.017617063596844673,-0.06426439434289932,0.3176615536212921,-0.9458598494529724
2023/07/21/15:08:18.591629,1405,1689966498,591628713,world,0.6835868954658508,-2.411151885986328,1.0253007411956787,-0.01763930730521679,-0.0659559816122055,0.31637778878211975,-0.9461733102798462
2023/07/21/15:08:18.601585,1406,1689966498,601584618,world,0.6835953593254089,-2.411067008972168,1.0251966714859009,-0.018271539360284805,-0.06406955420970917,0.3163759112358093,-0.946291446685791
2023/07/21/15:08:18.611587,1407,1689966498,611586936,world,0.6889623403549194,-2.4108760356903076,1.0224229097366333,-0.020289113745093346,-0.060518864542245865,0.3099856674671173,-0.9485962390899658
2023/07/21/15:08:18.621588,1408,1689966498,621587874,world,0.6891351342201233,-2.4108524322509766,1.0221290588378906,-0.02585570514202118,-0.059223826974630356,0.30913347005844116,-0.9488205909729004
2023/07/21/15:08:18.631589,1409,1689966498,631589354,world,0.689453125,-2.4114365577697754,1.0229897499084473,-0.01327458955347538,-0.062449924647808075,0.30637410283088684,-0.9497677683830261
2023/07/21/15:08:18.641592,1410,1689966498,641591451,world,0.6849007606506348,-2.4113755226135254,1.0247342586517334,-0.021017443388700485,-0.06342396885156631,0.3120657801628113,-0.9477081298828125
2023/07/21/15:08:18.641635,1411,1689966498,641635281,world,0.6894644498825073,-2.4111924171447754,1.0227177143096924,-0.01633458398282528,-0.06134107708930969,0.30824577808380127,-0.9491865634918213
2023/07/21/15:08:18.651590,1412,1689966498,651589709,world,0.6859129071235657,-2.4108777046203613,1.0249227285385132,-0.020354386419057846,-0.0632980614900589,0.30811449885368347,-0.9490230083465576
2023/07/21/15:08:18.661588,1413,1689966498,661588396,world,0.6856808662414551,-2.4114272594451904,1.02500319480896,-0.019504737108945847,-0.06179895997047424,0.31489285826683044,-0.946912407875061
2023/07/21/15:08:18.671590,1414,1689966498,671589783,world,0.6859548091888428,-2.410686492919922,1.024903655052185,-0.020488746464252472,-0.06241466477513313,0.31003379821777344,-0.9484533071517944
2023/07/21/15:08:18.681563,1415,1689966498,681562578,world,0.6859109997749329,-2.410715103149414,1.0249313116073608,-0.020660052075982094,-0.06213810667395592,0.3103695511817932,-0.9483579993247986
2023/07/21/15:08:18.691633,1417,1689966498,691633577,world,0.6858313083648682,-2.4114229679107666,1.025039792060852,-0.021101849153637886,-0.061890359967947006,0.31453031301498413,-0.9469926357269287
2023/07/21/15:08:18.701578,1418,1689966498,701577668,world,0.6857978105545044,-2.4109506607055664,1.0249474048614502,-0.019748324528336525,-0.06280139833688736,0.30997222661972046,-0.9484636187553406
2023/07/21/15:08:18.711543,1419,1689966498,711543423,world,0.6862480044364929,-2.4110283851623535,1.02500581741333,-0.020482193678617477,-0.06110737845301628,0.308363676071167,-0.9490828514099121
2023/07/21/15:08:18.721539,1420,1689966498,721538865,world,0.6855400204658508,-2.411525249481201,1.0249766111373901,-0.018784932792186737,-0.0630674660205841,0.31159383058547974,-0.9479339718818665
2023/07/21/15:08:18.731525,1421,1689966498,731524824,world,0.6858485341072083,-2.4112370014190674,1.0249779224395752,-0.02090023085474968,-0.0630907416343689,0.31039920449256897,-0.9482800364494324
2023/07/21/15:08:18.741524,1422,1689966498,741523725,world,0.6859341263771057,-2.4112703800201416,1.0250074863433838,-0.02119581587612629,-0.06341004371643066,0.3101063072681427,-0.9483480453491211
2023/07/21/15:08:18.741544,1423,1689966498,741543710,world,0.6861976981163025,-2.410808801651001,1.024888038635254,-0.022780466824769974,-0.06456927210092545,0.3107009828090668,-0.9480383396148682
2023/07/21/15:08:18.751551,1424,1689966498,751551457,world,0.6852274537086487,-2.410871744155884,1.0255768299102783,-0.022944064810872078,-0.06248156353831291,0.31224724650382996,-0.9476662874221802
2023/07/21/15:08:18.761587,1425,1689966498,761586778,world,0.6862366795539856,-2.4111382961273193,1.0255944728851318,-0.029749400913715363,-0.05995430797338486,0.31282365322113037,-0.9474502205848694
2023/07/21/15:08:18.771591,1426,1689966498,771590915,world,0.6851662993431091,-2.4126718044281006,1.0251833200454712,-0.016054976731538773,-0.07061293721199036,0.31874650716781616,-0.9450697302818298
2023/07/21/15:08:18.781589,1427,1689966498,781589314,world,0.6863923072814941,-2.4107542037963867,1.025392770767212,-0.022486556321382523,-0.06421295553445816,0.3092866539955139,-0.9485319256782532
2023/07/21/15:08:18.791584,1428,1689966498,791583962,world,0.6867678761482239,-2.410339117050171,1.025381326675415,-0.025798656046390533,-0.06282798945903778,0.31185948848724365,-0.947697639465332
2023/07/21/15:08:18.791628,1429,1689966498,791628307,world,0.6867110729217529,-2.4106242656707764,1.0254054069519043,-0.025357713922858238,-0.06265933811664581,0.31007006764411926,-0.9483076333999634
2023/07/21/15:08:18.801584,1430,1689966498,801583596,world,0.6869543790817261,-2.410968780517578,1.0251961946487427,-0.02486189641058445,-0.06349000334739685,0.31045374274253845,-0.9481399655342102
2023/07/21/15:08:18.811591,1431,1689966498,811591097,world,0.6868999004364014,-2.4110653400421143,1.0252995491027832,-0.02333596535027027,-0.06577812135219574,0.31143075227737427,-0.9477022290229797
2023/07/21/15:08:18.821592,1432,1689966498,821591765,world,0.686943531036377,-2.4111313819885254,1.0253839492797852,-0.023019321262836456,-0.06657964736223221,0.3114261329174042,-0.9476555585861206
2023/07/21/15:08:18.831597,1433,1689966498,831597291,world,0.6869615912437439,-2.411179304122925,1.0254508256912231,-0.022944604977965355,-0.06664340198040009,0.3117011785507202,-0.9475624561309814
2023/07/21/15:08:18.841588,1434,1689966498,841587949,world,0.6869772672653198,-2.411245107650757,1.0254775285720825,-0.02307053655385971,-0.06699913740158081,0.3115757703781128,-0.9475756287574768
2023/07/21/15:08:18.841632,1435,1689966498,841632463,world,0.6866199374198914,-2.412367582321167,1.0252794027328491,-0.01891009509563446,-0.06889122724533081,0.31626245379447937,-0.9459781050682068
2023/07/21/15:08:18.851589,1436,1689966498,851589531,world,0.6863011717796326,-2.412662982940674,1.025608777999878,-0.02206672728061676,-0.0659150704741478,0.31588825583457947,-0.9462467432022095
2023/07/21/15:08:18.861588,1437,1689966498,861588372,world,0.686362624168396,-2.4129092693328857,1.025451898574829,-0.018021907657384872,-0.06951809674501419,0.316584974527359,-0.9458416700363159
2023/07/21/15:08:18.871590,1438,1689966498,871590001,world,0.6864163279533386,-2.4128549098968506,1.0255283117294312,-0.021815788000822067,-0.06647129356861115,0.3157937526702881,-0.9462452530860901
2023/07/21/15:08:18.881597,1439,1689966498,881597114,world,0.6869180798530579,-2.4113171100616455,1.0257905721664429,-0.02888684906065464,-0.06512288749217987,0.31093183159828186,-0.9477583765983582
2023/07/21/15:08:18.891587,1440,1689966498,891587183,world,0.6873496770858765,-2.4118452072143555,1.0255008935928345,-0.027648987248539925,-0.06519605219364166,0.3107476532459259,-0.94785076379776
2023/07/21/15:08:18.891631,1441,1689966498,891630725,world,0.686905026435852,-2.4116101264953613,1.0258852243423462,-0.028849191963672638,-0.06571462005376816,0.310565710067749,-0.9478387832641602
2023/07/21/15:08:18.901590,1442,1689966498,901589982,world,0.6876578330993652,-2.411470651626587,1.0262479782104492,-0.02575094811618328,-0.06439998745918274,0.30752667784690857,-0.9490083456039429
2023/07/21/15:08:18.911591,1443,1689966498,911590795,world,0.6870107054710388,-2.4119298458099365,1.0258886814117432,-0.02829953283071518,-0.06540121138095856,0.3110998272895813,-0.9477018713951111
2023/07/21/15:08:18.921586,1444,1689966498,921585870,world,0.6869699954986572,-2.411686420440674,1.025909423828125,-0.029696589335799217,-0.06586036831140518,0.3104901611804962,-0.9478272795677185
2023/07/21/15:08:18.931592,1445,1689966498,931591611,world,0.6870402097702026,-2.4118800163269043,1.0260672569274902,-0.029097480699419975,-0.06527558714151382,0.3109278976917267,-0.9477428197860718
2023/07/21/15:08:18.941589,1446,1689966498,941588648,world,0.6871958374977112,-2.4122025966644287,1.0262362957000732,-0.029994817450642586,-0.06526682525873184,0.31023332476615906,-0.9479430317878723
2023/07/21/15:08:18.941633,1447,1689966498,941632856,world,0.6862879991531372,-2.4124646186828613,1.026153564453125,-0.03389483690261841,-0.06380877643823624,0.3086857497692108,-0.9484158754348755
2023/07/21/15:08:18.951595,1448,1689966498,951595303,world,0.6873258352279663,-2.412778854370117,1.025977611541748,-0.026831679046154022,-0.06861478090286255,0.3107750415802002,-0.9476239085197449
2023/07/21/15:08:18.961588,1449,1689966498,961588365,world,0.6862709522247314,-2.412660837173462,1.025930643081665,-0.03450062870979309,-0.06441107392311096,0.3087800145149231,-0.9483227133750916
2023/07/21/15:08:18.971595,1450,1689966498,971595263,world,0.686264157295227,-2.412503480911255,1.0259467363357544,-0.03480561822652817,-0.06433522701263428,0.3095417320728302,-0.948068380355835
2023/07/21/15:08:18.981560,1451,1689966498,981560149,world,0.6859272122383118,-2.412637710571289,1.025904655456543,-0.03494056686758995,-0.06344705075025558,0.3101118803024292,-0.9479368925094604
2023/07/21/15:08:18.991584,1452,1689966498,991583623,world,0.686486542224884,-2.4131460189819336,1.0256109237670898,-0.03105582296848297,-0.06290946900844574,0.3114968240261078,-0.9476538300514221
2023/07/21/15:08:18.991627,1453,1689966498,991627215,world,0.6858636736869812,-2.4132795333862305,1.0261411666870117,-0.03214925155043602,-0.06559432297945023,0.307314932346344,-0.9488000273704529
2023/07/21/15:08:19.001600,1454,1689966499,1599731,world,0.686431884765625,-2.414029121398926,1.025975227355957,-0.030054794624447823,-0.06802436709403992,0.30767619609832764,-0.9485803842544556
2023/07/21/15:08:19.011587,1455,1689966499,11587390,world,0.6856607794761658,-2.4142932891845703,1.026021957397461,-0.029408320784568787,-0.0682482197880745,0.30985012650489807,-0.9478767514228821
2023/07/21/15:08:19.021588,1456,1689966499,21587743,world,0.6857410669326782,-2.413602352142334,1.0261222124099731,-0.03129953518509865,-0.06592025607824326,0.30739057064056396,-0.9487812519073486
2023/07/21/15:08:19.031587,1457,1689966499,31587187,world,0.6862273216247559,-2.413578987121582,1.026122808456421,-0.030986681580543518,-0.06606416404247284,0.30588051676750183,-0.9492694139480591
2023/07/21/15:08:19.041594,1458,1689966499,41593791,world,0.6861279010772705,-2.4135818481445312,1.0260480642318726,-0.030867092311382294,-0.0658678337931633,0.3056729733943939,-0.949353814125061
2023/07/21/15:08:19.041638,1459,1689966499,41638053,world,0.6856546401977539,-2.413398265838623,1.0260378122329712,-0.03034709021449089,-0.06660333275794983,0.3094632625579834,-0.9480904936790466
2023/07/21/15:08:19.051599,1460,1689966499,51598566,world,0.6856606006622314,-2.4140055179595947,1.0258088111877441,-0.030123349279165268,-0.06508073955774307,0.30627986788749695,-0.9492363929748535
2023/07/21/15:08:19.061593,1461,1689966499,61592938,world,0.6865288019180298,-2.414479970932007,1.0256611108779907,-0.02986130304634571,-0.06560665369033813,0.3019633889198303,-0.9505904912948608
2023/07/21/15:08:19.071589,1462,1689966499,71588615,world,0.6859389543533325,-2.4147121906280518,1.0259780883789062,-0.025904344394803047,-0.06302046775817871,0.30452844500541687,-0.9500631093978882
2023/07/21/15:08:19.081587,1463,1689966499,81587028,world,0.6856490969657898,-2.414886474609375,1.0261504650115967,-0.025783050805330276,-0.06505843251943588,0.30233943462371826,-0.9506279230117798
2023/07/21/15:08:19.091597,1464,1689966499,91596951,world,0.6854553818702698,-2.4145820140838623,1.0262607336044312,-0.024731561541557312,-0.06523188203573227,0.3033965528011322,-0.9503072500228882
2023/07/21/15:08:19.091642,1465,1689966499,91642165,world,0.6855045557022095,-2.4146604537963867,1.0262832641601562,-0.02260279282927513,-0.06575217843055725,0.30398088693618774,-0.9501375555992126
2023/07/21/15:08:19.101593,1466,1689966499,101593602,world,0.6851578950881958,-2.4150593280792236,1.0265640020370483,-0.010116762481629848,-0.06975513696670532,0.3056871294975281,-0.9495195150375366
2023/07/21/15:08:19.111589,1467,1689966499,111589133,world,0.6844824552536011,-2.415297746658325,1.0266691446304321,-0.022446971386671066,-0.0629318431019783,0.30817505717277527,-0.9489803910255432
2023/07/21/15:08:19.121591,1468,1689966499,121591438,world,0.683670699596405,-2.4138803482055664,1.0270971059799194,-0.02029176615178585,-0.06452899426221848,0.30425408482551575,-0.9501861333847046
2023/07/21/15:08:19.131596,1469,1689966499,131596225,world,0.6841996908187866,-2.4141602516174316,1.0269824266433716,-0.01936025172472,-0.06493092328310013,0.307771235704422,-0.9490448236465454
2023/07/21/15:08:19.141589,1470,1689966499,141588958,world,0.6843135356903076,-2.414226770401001,1.0269380807876587,-0.019154924899339676,-0.06529828906059265,0.3072161078453064,-0.949203610420227
2023/07/21/15:08:19.141633,1471,1689966499,141633024,world,0.6841018199920654,-2.4148712158203125,1.0269602537155151,-0.01912807859480381,-0.06483916193246841,0.3100505769252777,-0.9483136534690857
2023/07/21/15:08:19.151599,1472,1689966499,151598702,world,0.683603048324585,-2.413912773132324,1.0270943641662598,-0.01858402229845524,-0.06494515389204025,0.3040889501571655,-0.9502455592155457
2023/07/21/15:08:19.161589,1473,1689966499,161588718,world,0.6830645203590393,-2.414402723312378,1.0263067483901978,-0.025191698223352432,-0.06544921547174454,0.31288331747055054,-0.9471989274024963
2023/07/21/15:08:19.171586,1474,1689966499,171586339,world,0.6813167333602905,-2.413647413253784,1.026986002922058,-0.031393375247716904,-0.06503788381814957,0.29702994227409363,-0.952133297920227
2023/07/21/15:08:19.181587,1475,1689966499,181586542,world,0.6838245987892151,-2.414703130722046,1.0273011922836304,-0.018766047433018684,-0.0650479719042778,0.3079913258552551,-0.9489773511886597
2023/07/21/15:08:19.191594,1476,1689966499,191593595,world,0.6839815974235535,-2.414886951446533,1.0273810625076294,-0.019426537677645683,-0.06421909481287003,0.30746063590049744,-0.9491925835609436
2023/07/21/15:08:19.191638,1477,1689966499,191638005,world,0.6837692260742188,-2.4144582748413086,1.027241587638855,-0.019647497683763504,-0.06551510840654373,0.30732589960098267,-0.9491430521011353
2023/07/21/15:08:19.201579,1478,1689966499,201578503,world,0.6830716729164124,-2.414008617401123,1.027159571647644,-0.026151983067393303,-0.0656285360455513,0.30941832065582275,-0.9482980966567993
2023/07/21/15:08:19.211546,1479,1689966499,211545965,world,0.6837582588195801,-2.414529800415039,1.0273408889770508,-0.026193663477897644,-0.06561248004436493,0.3073822259902954,-0.9489600658416748
